grid_id,alias
grid.465974.d,FH Mainz
grid.465976.f,Kolpingo kolegija
grid.465981.7,Konservatorium Wien Privatuniversität
grid.465989.f,Lääne-Virumaa Higher Vocational School
grid.465993.4,Wyższa Szkoła Zarządzania i Przedsiębiorczości w Łomży
grid.465995.2,WSZŚ w Tucholi
grid.465996.1,Media Design University for Design and Computer Science
grid.466001.5,Federal State Institution of Science Institute of Structural Macrokinetics and Materials of the Russian Academy of Sciences ( Centre of Russian Academy of Sciences )
grid.466003.7,Federal State Institution of Science Institute of Energy Research of the Russian Academy of Sciences
grid.466012.7,Vives
grid.466013.6,International Graduate School (IHI) Zittau
grid.466018.d,"Regional Technical College, Letterkenny"
grid.466021.7,Mieszko I College of Education and Administration in Poznan
grid.466022.4,Music conservatories of Naples
grid.466025.3,Technical Military Academy of Bucharest
grid.466027.1,"Federal State Institution of Science of the Order of the Red Banner Institute of Metal Physics, Ural Branch of the Russian Academy of Sciences"
grid.466041.1,Lithuanian Maritime College
grid.466044.4,Niccolò Piccinni Conservatory
grid.466044.4,Conservatorio Niccolò Piccinni
grid.466050.1,Liceo musicale Rossini
grid.466056.7,PH Linz
grid.466063.1,Private University Seeburg Castle
grid.466094.9,Hellenic Police
grid.466098.5,Turkish National Police Academy
grid.466105.0,Vocational Education Competence Centre
grid.466106.3,Hochschule für Musik Nürnberg-Augsburg
grid.466110.4,"Conservatory ""Arrigo Pedrollo"" of Vicenza"
grid.466137.1,Secondary Technical School Celje
grid.466142.3,Kranj School Centre for Technical Sciences
grid.466146.7,TŠC Maribor
grid.466169.a,PHZ Schwyz
grid.466171.3,Westerdals Oslo ACT
grid.466172.0,TEI of Epirus
grid.466175.7,University of Applied Sciences located in Central Greece
grid.466181.c,Szczecin Art Academy
grid.466181.c,Art Academy of Szczecin
grid.466182.f,Technological Educational Institute of Serres
grid.466182.f,T.E.I. of Central Macedonia
grid.466186.b,OTA Private University of Applied Sciences Berlin
grid.466190.c,Unimercatorum
grid.466192.e,Estonian Baptist Theological Seminary
grid.466199.5,Academic College of Music
grid.466199.5,Collegium Musicum Academicum
grid.466202.4,KPH WIEN/KREMS
grid.466214.3,Georgia School of Theology
grid.466214.3,School of Theological Seminary
grid.466214.3,Immanuel Original Bible Institute
grid.466225.1,Military Academy of Lithuania
grid.466245.7,ICHEC Brussels Management School
grid.466255.6,Munich Academy
grid.466259.a,University of Humanities and Economics in Wloclawek
grid.466272.3,Europäische Betriebswirtschaftsakademie
grid.466273.2,École Supérieure des Arts de Tournai
grid.466278.9,HR Nord
grid.466279.8,Zurich Training College for Teachers of Special Needs
grid.466297.8,Ecole nationale supérieure des arts visuels de La Cambre
grid.466307.0,ESA Saint-Luc Liège
grid.466316.0,Ensap Bordeaux
grid.466329.c,Groupe ISA
grid.466330.4,Diploma Fachhochschule Nordhessen
grid.466345.6,HELB Ilya Prigogine
grid.466353.1,HEPH Condorcet
grid.466354.6,Esitpa
grid.466357.5,Business School Potsdam
grid.466366.7,École centrale de la T.S.F.
grid.466366.7,ECE Paris
grid.466371.1,ENSCI–Les Ateliers
grid.466374.4,BiTS Iserlohn
grid.466376.6,ENSA Nantes
grid.466382.d,ENSA Normandie
grid.466390.e,École d'architecture de Lyon
grid.466395.b,ECAM Lyon
grid.466396.8,KPH Edith Stein
grid.466398.6,ÉSAD Orléans
grid.466407.7,Esam Caen/Cherbourg
grid.466407.7,Ecole des Beaux-Arts
grid.466408.8,ESIEE Amiens
grid.466413.2,ESAD de Reims
grid.466414.5,École des avocats de la région Rhône-Alpes
grid.466416.7,École des beaux-arts de Nancy
grid.466419.8,Joint Military School
grid.466424.6,Faculté Libre de Droit
grid.466425.7,ENSA Dijon
grid.466427.5,ESITC Metz
grid.466432.1,ESITC Cachan
grid.466438.b,Ecole des Arts Decoratifs
grid.466438.b,Arts Decos
grid.466440.4,University of Music Freiburg
grid.466451.4,Hochschule der Polizei Hamburg
grid.466453.6,ESTP Paris
grid.466453.6,"École Spéciale des Travaux Publics, du Bâtiment et de l'Industrie"
grid.466454.1,Leibniz-FH
grid.466455.0,Verwaltungsfachhochschule Rotenburg an der Fulda
grid.466456.3,Mathias Rheine
grid.466463.5,State Scientific Institution All-Russian Research Institute of Agricultural Microbiology of the Russian Academy of Agricultural Sciences
grid.466464.2,"Federal State Institution of Science Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences"
grid.466466.0,"Federal State Scientific Institution ""Research Institute of General Pathology and Pathophysiology,"" the Russian Academy of Medical Sciences"
grid.466468.e,State Scientific Institution Soil Institute named after VV Dokuchaeva Russian Academy of Agricultural Sciences
grid.466469.f,State Scientific Institution All-Russian Scientific Research and Technological Institute of Poultry Russian Academy of Agricultural Sciences
grid.466470.7,"Federal State Scientific Institution ""Research Institute for Fundamental and Clinical Immunology"""
grid.466471.6,"Federal State Institution ""Research Institute of Physiology and Fundamental Medicine"" of the Siberian Branch of the Russian Academy of Medical Sciences"
grid.466472.5,Vserossiyskiy NII Selektsii Plodovykh Kultur
grid.466473.4,Vserossiyskiy NII Selskokhozyaystvennoy Biotekhnologii
grid.466474.3,"Federal State Institution ""Scientific Research Institute of Nutrition,"" the Russian Academy of Medical Sciences"
grid.466476.1,"Federal State Institution of Science Institute of Chemistry, Far Eastern Branch of the Russian Academy of Sciences"
grid.466479.e,Warrington Community Health Care (NHS) Trust
grid.466480.8,Civil Ambulance and Transport Brigade
grid.466490.9,American Way
grid.466496.f,B. V. Patel PERD Centre
grid.466497.e,"BITS Pilani, Hyderabad Campus"
grid.466500.1,"Birla Institute of Technology & Science, Pilani – Dubai Campus"
grid.466502.3,Animal Plant and Fisheries Quarantine and Inspection Agency
grid.466503.2,Bankitalia
grid.466504.5,Blacksmith Institute
grid.466515.5,Bangladesh Molecular Energy Commission
grid.466523.0,Project Directorate of the All India Coordinated Research Project for Dryland Agriculture
grid.466524.7,West Africa Rice Development Associatio
grid.466524.7,AfricaRice
grid.466525.6,Science High
grid.466525.6,Bronx Science
grid.466533.1,Busan College of Information Technology
grid.466540.5,Aluminum Company of America
grid.466554.0,RBWH Foundation
grid.466557.3,Zhōngguó Gāngtiě Gǔfèn Yǒuxiàn Gōngsī
grid.466558.c,Instituto de Estudios Políticos
grid.466561.6,Ateneo Pontificio Regina Apostolorum
grid.466565.2,Saint Joachim School
grid.466565.2,Pedro II School
grid.466578.e,Pedagogical University of Dong Thap
grid.466580.9,Cedar Fair Entertainment Company
grid.466582.b,Doce River Valley Company
grid.466584.d,"Centro de Formação Profissional dos Trabalhadores de Escritório, Comércio, Serviços e Novas Tecnologias"
grid.466586.f,CI2S Lab
grid.466589.0,Citi
grid.466597.f,Centre for Linguistics and Literary Research Ramon Pineiro
grid.466604.6,Turner Broadcasting
grid.466606.4,Defense Communications Agency
grid.466619.a,Jordbruksverket
grid.466629.9,Colef
grid.466632.3,EMGO+
grid.466641.7,UKAEA Culham
grid.466673.6,Grupo Fleury
grid.466674.1,"Escola Básica 2, 3 da Horta"
grid.466681.b,F1000
grid.466702.1,Fundação Serralves
grid.466705.6,Health Education England
grid.466705.6,North Western & Mersey Deanery
grid.466706.5,Fraunhofer IOSB
grid.466707.4,Global Citizenship Experience
grid.466709.a,Fraunhofer IVV
grid.466714.6,Swedish health care system
grid.466717.5,Hospital Militar
grid.466718.a,Miraj Medical College
grid.466718.a,GMC Miraj
grid.466720.1,Juan March Foundation
grid.466721.0,Royal Hellenic Air Force
grid.466721.0,"Polemikí Aeroporía, literally ""Military Aviation"
grid.466722.3,INFLIBNET Centre
grid.466728.9,श्री ५ सरकार
grid.466728.9,Nepal Government
grid.466728.9,His Majesty's Government
grid.466738.8,International Business Machines Corporation
grid.466739.9,International Business Machines Corporation
grid.466752.4,Instituto Nacional de Cooperación Educativa
grid.466755.3,"Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Norte"
grid.466762.7,IES Abroad
grid.466765.0,The Global University of Islamic Finance
grid.466768.d,Grand Valley
grid.466772.6,Met Department
grid.466776.2,"Federal State Institution of Science Institute of Ecology and Genetics of Microorganisms, Ural Branch of the Russian Academy of Sciences"
grid.466778.c,IIM Trichy
grid.466780.b,Indian Photo-interpretation Institute
grid.466788.3,Georg Thieme Verlag KG
grid.466789.2,V.Ye. Lashkaryov Institute of Semiconductor Physics
grid.466791.b,Instituto de Gestão do Património Arquitectónico e Arqueológico
grid.466794.e,"Federal State Institution of Science Institute of Technical Chemistry, Ural Branch of the Russian Academy of Sciences"
grid.466798.2,Techno
grid.466799.3,Iran National
grid.466817.a,ISET-Gafsa
grid.466824.a,Bank of the Manhattan Company
grid.466834.b,Instituto Federal de Mato Grosso
grid.466836.9,Instituto Tecnológico Regional de la Laguna
grid.466837.8,Microwave Centre
grid.466844.c,Instituto Tecnológico del Noroeste
grid.466844.c,Northwestern Institute of Technology
grid.466844.c,Instituto Justo Sierra
grid.466844.c,Justo Sierra Institute
grid.466845.d,IF Goiano
grid.466845.d,Instituto Federal de Educação Ciência e Tecnologia Goiano
grid.466850.9,Military Institute of Geography
grid.466856.f,"University of Twente, Faculty of Geo-Information Science and Earth Observation"
grid.466858.1,Kantonsspital Basel Country
grid.466859.0,International Thermonuclear Experimental Reactor
grid.466859.0,The Way
grid.466861.b,Universidad Jesuita de Guadalajara
grid.466874.f,London Deanery
grid.466881.5,Singularity Institute for Artificial Intelligence
grid.466884.0,Edol
grid.466891.4,Malaysian Institute for Nuclear Technology Research
grid.466900.d,Kalmar läns landsting
grid.466907.a,Sbāsthya ō paribār kalyāṇ Montronaloya
grid.466917.b,Al Amal hospital
grid.466927.8,Liebenberg & Stander Gauteng
grid.466927.8,Liebenberg & Stander Consulting Engineers
grid.466940.9,European Educational Organization
grid.466950.8,Nissan Motor Company
grid.466950.8,Nissan Jidōsha Kabushiki-gaisha
grid.466953.b,King Mahendra Trust for Nature Conservation
grid.466964.f,Pak Fauj
grid.466970.a,Republic of Korea Naval Academy
grid.466974.e,chartered state college
grid.466974.e,Palompon School of Arts and Trade
grid.466975.f,Hemominas
grid.466983.6,PWSZ in Zamość
grid.466987.2,International Alzheimer Research Center
grid.467001.4,PWSZ Gniezno
grid.467003.6,PWSZ in Koszalin
grid.467004.1,ROK Army
grid.467006.3,PWSZ in Krosno
grid.467007.2,Division of Geophysics of the AAPG
grid.467007.2,Society of Petroleum Geophysicists
grid.467009.c,PWSZ Legnica
grid.467011.5,PWSZ Strona Główna
grid.467017.3,"Sonae SGPS, S.A"
grid.467019.d,S. S. Institute of Medical Sciences
grid.467028.f,PWSZ w Sulechowie
grid.467031.7,Seoul Development Institute
grid.467036.0,PWSZ in Wałcz
grid.467036.0,university of applied sciences in Wałcz
grid.467038.e,PWSZ Włocławek
grid.467041.0,SEAFDEC Aquaculture Department
grid.467048.9,Hampshire Partnership NHS Foundation Trust
grid.467054.4,Telecel
grid.467056.6,Sport Lisboa
grid.467056.6,Benfica
grid.467058.8,Hacı Ömer Sabancı Holding A.Ş.
grid.467059.9,SC Vasco da Gama
grid.467060.3,Addiction Treatment Institute
grid.467066.5,Springer
grid.467068.b,Texas Wesleyan University School of Law
grid.467072.0,TAP Portugal
grid.467075.7,Ural State Medical Academy
grid.467075.7,Sverdlovsk State Medical Institute
grid.467075.7,State Educational Institution of Higher Professional Education Ural State Medical University of the Russian Federation Ministry of Health
grid.467080.d,Real Teatro de São João
grid.467085.8,Uniarts
grid.467089.4,Câmara Municipal de Óbidos
grid.467102.6,"Federal State Scientific Institution ""Research Institute for Complex Problems of Cardiovascular Diseases"" of the Siberian Branch of the Russian Academy of Medical Sciences"
grid.467103.7,"Federal State Institution of Science Institute of Strength Physics and Materials Science, Siberian Branch of the Russian Academy of Sciences"
grid.467104.0,Federal State Institution of Science Institute of Mechanics and Machinery of Kazan Scientific Center of the Russian Academy of Sciences
grid.467104.0,Institut Mekhaniki I Mashinostroyeniya Kazanskogo Nauchnogo Tsentra RAN
grid.467105.1,"Federal State Institution ""Research Institute of Obstetrics and Gynecology. Ott"" North-West Branch of the Russian Academy of Medical Sciences"
grid.467106.2,"Federal State Scientific Institution ""Scientific Center for Human Reproduction and family health problems,"""
grid.467107.3,Nauchno-issledovatelskiy Institut Farmakologii im. V.v.zakusova RAMN
grid.467107.3,"Federal State Scientific Institution ""Research Institute of Pharmacology, named VV Zakusov"" of the Russian Academy of Medical Sciences"
grid.467107.3,Institute of Pharmacology and Chemotherapy
grid.467108.c,"Federal State Scientific Institution ""Central Scientific Research Institute of Tuberculosis"""
grid.467111.4,Saratovskiy Nauchnyy Tsentr RAN
grid.467112.7,Federal State Institution of Science Institute of Water Problems of the North Karelian Research Centre of the Russian Academy of Sciences
grid.467113.6,"Federal State Institution of Science, Kazan Scientific Center RAS"
grid.467114.1,"Federal State Institution of Science Institute of Ecological Problems of the North, Ural Branch of the Russian Academy of Sciences"
grid.467114.1,"Institute of Ecological Problems of the North, Ural Branch of the Russian Academy of Sciences"
grid.467115.0,"Federal State Institution of Science Polar Geophysical Institute, Kola Scientific Center, Russian Academy of Sciences"
grid.467116.3,"Federal State Institution of Science Institute of Biology of the Russian Academy of Sciences, Karelian Research Centre"
grid.467117.2,Far Eastern Scientific Centre of Physiology and Pathology of Breathing of the Siberian Branch of the Russian Academy of Medical Sciences
grid.467117.2,"Federal State Institution ""Far Eastern Scientific Centre of Physiology and Pathology of Breathing"" of the Siberian Branch of the Russian Academy of Medical Sciences"
grid.467119.c,Crimean Federal Universuty named after Vernadsky
grid.467127.1,Project Management Unit
grid.467131.6,EMC²
grid.467134.3,"VNII metrologii im. D.I.Mendeleeva, lomonosovskoye otdeleniye"
grid.467139.e,Wiley
grid.467145.5,Allegheny Technologies Incorporated
grid.467151.0,Arthroscopy Excision Instruments Inc
grid.467152.3,Central Bank of the Republic of Uzbekistan
grid.467154.5,BM Központi Kórház és Intézményei
grid.467157.6,Dainabot
grid.467163.1,Ashland Refining Company
grid.467164.6,College of Bonhommes
grid.467171.2,Amazon.com
grid.467177.4,Ameren Corporation
grid.467181.d,"Aspen Technology, Inc"
grid.467197.a,Actavis
grid.467198.5,America Online
grid.467225.0,Australian Egg Corporation Limited
grid.467228.d,"IIT (BHU), Varanasi"
grid.467241.2,Sorsogon College of Arts and Trades
grid.467242.1,BNY Mellon
grid.467249.a,Biotronik SE & Co. KG
grid.467251.3,Stanley Works
grid.467252.0,"Computer Associates International, Inc."
grid.467252.0,"CA, Inc."
grid.467256.4,Cablevision Systems Corporation
grid.467259.b,British School of Archaeology in Iraq
grid.467291.f,China Unicom
grid.467300.6,UAL Corporation
grid.467310.7,CEATI International
grid.467313.4,Chuden
grid.467313.4,Chūbu Denryoku Kabushiki Kaisha
grid.467314.3,The Discovery Channel
grid.467315.2,Chugoku Chemical Industry Limited Partnership
grid.467317.0,ResinDek
grid.467322.6,British Institute at Amman for Archaeology and History
grid.467325.1,Federal Express
grid.467327.3,Engineers Canada
grid.467329.d,Nippon Ferrofluidics
grid.467334.1,Fidelity Management and Research
grid.467335.0,The Enterprise Foundation
grid.467339.c,Goodyear Tire and Rubber Company
grid.467341.3,Association of Retired and Pensioners from A Coruña
grid.467346.4,Seiko Epson Corporation
grid.467353.0,Empresa Colombiana de Petróleos S.A.
grid.467355.6,Federal Home Loan Mortgage Corporation
grid.467359.a,VIASAT GeoTechnologies
grid.467360.0,Deloitte Touche Tohmatsu Limited
grid.467361.1,Fresenius Biotech
grid.467368.8,Denpatsu
grid.467368.8,Dengen Kaihatsu Kabushiki-gaisha
grid.467368.8,"Electric Power Development Co., Ltd"
grid.467370.1,Aktiengesellschaft für Transport- und Rückversicherung
grid.467375.4,"The Goldman Sachs Group, Inc."
grid.467379.8,Harrah's Entertainment
grid.467386.8,Hokuriku Denryoku
grid.467391.e,George A. Hormel & Company
grid.467391.e,Hormel Foods Corporation
grid.467395.a,HSBC Bank USA
grid.467401.0,H-E-B Grocery Stores
grid.467407.6,International Netherlands Group
grid.467407.6,Internationale Nederlanden Groep
grid.467411.1,Amerada Hess
grid.467414.4,"Hill, Holliday, Connors, Cosmopulos"
grid.467418.8,Hassenfeld Brothers and Hasbro Bradley
grid.467426.5,NBCUni
grid.467430.2,National Power Company of Iceland
grid.467431.3,Georgia Railway and Power Company
grid.467433.1,Liánfā Kējì Gǔfèn Yǒuxiàn Gōngsī
grid.467435.7,Laboratory Equipment Corporation
grid.467438.a,JSPS London
grid.467442.7,Latin American School of Medicine
grid.467446.3,Deere & Company
grid.467453.7,Milliman & Robertson
grid.467456.2,"Daiichi Bussan Kaisha, Ltd"
grid.467457.3,mochida seiyaku kabushiki gaisha
grid.467466.1,Galvin Manufacturing Corporation
grid.467467.0,Manufacturers and Traders Trust Company
grid.467468.f,"Federated Department Stores, Inc"
grid.467472.4,Energy China
grid.467474.2,Kellogg's of Battle Creek
grid.467477.1,Novell
grid.467497.f,MasterCard Worldwide
grid.467497.f,MasterCard Incorporated
grid.467502.2,National Cash Register
grid.467503.3,J. Ray McDermott
grid.467505.5,McDonald's Corporation
grid.467508.8,New Balance Arch Support Company
grid.467508.8,New Balance Athletic Shoe
grid.467512.3,McNeil Center
grid.467512.3,Philadelphia Center for Early American Studies
grid.467517.6,Mead Johnson Nutrition Company
grid.467521.3,Royal Anthropological Institute of Great Britain and Ireland
grid.467531.2,Trained Midwives Registration Society
grid.467531.2,Matron's Aid
grid.467536.5,Peoples Energy
grid.467536.5,Peoples Gas Light and Coke Company
grid.467548.c,MERA
grid.467563.5,Sigma Delta Epsilon
grid.467582.a,TimeWarner
grid.467582.a,AOL Time Warner
grid.467583.b,Sun Oil Company
grid.467590.9,Toagosei Kabushiki-gaisha
grid.467599.0,United States Army Automobile Association
grid.467602.1,Tupperware Corporation
grid.467604.7,The Washington Post Company
grid.467608.b,"Water Displacement, 40th formula"
grid.467610.2,WSFS Bank
grid.467611.3,First Federal Savings of Waterbury
grid.467615.7,Taeshin Christian University
grid.467616.4,"WellPoint, Inc"
grid.467622.3,Yamaha Corporation of America
grid.467661.4,National Research Council of Sri Lanka
grid.467670.4,Republic of Singapore Police
grid.467672.6,Broadcasting Commission
grid.467676.2,Creative NZ
grid.467676.2,Queen Elizabeth II Arts Council
grid.467676.2,Arts Council of New Zealand Toi Aotearoa
grid.467680.b,National Health Personnel Licensing Examination Board
grid.467692.8,National Air Museum
grid.467699.3,Central Radio Management Office
grid.467700.2,National Zoo
grid.467705.7,Arts Council of Ireland
grid.467706.4,APA Center
grid.467713.0,FPS Foreign Affairs
grid.467720.0,INCT em Toxinas
grid.467721.1,Western IPM Center
grid.467725.5,Zhōnghuá Mínguó Jiāotōngbù
grid.467727.7,National Institute for Social Care and Health Research
grid.467729.9,Service Commun Interprétation-Conférences
grid.467729.9,DG Interpretation
grid.467731.0,Ministarstvo kulture Republike Hrvatske
grid.467733.2,AutoCRC
grid.467734.5,Korea Information Strategy Development Institute
grid.467737.6,Guójiā Yuánzǐnéng Jīgòu
grid.467742.4,DG Taxation and Customs
grid.467745.3,National Unification Board
grid.467751.6,Community Fisheries Control Agency
grid.467755.2,DG TRADE
grid.467756.1,Islamic Azad University of Tehran
grid.467757.0,Korean Central Intelligence Agency
grid.467765.1,Direction Générale de la Recherche Scientifique et du Développement Technologique
grid.467777.2,Ministry of Transport and Communications
grid.467778.d,Financial Supervisory Commission
grid.467779.c,Raksha Mantralay
grid.467784.e,Centre for Plant Biodiversity Research
grid.467793.8,Center for Science Technology Policy
grid.467803.e,National Statistical Office
grid.467805.8,Prosecution Service
grid.467806.b,Federal Parliament
grid.467806.b,Commonwealth Parliament
grid.467806.b,Australian Parliament
grid.467811.d,Seirigaku kenkyuujo
grid.467812.e,"Gauteng Department of Agriculture, Conservation and Environment"
grid.467818.4,Yùláng Jítuán
grid.467818.4,Jurong Town Corporation
grid.467827.8,NParks
grid.467835.b,Bayerisches Kultusministerium
grid.467843.a,"Ministry of Industry, Trade, and Tourism"
grid.467843.a,Ministry of Commerce and Industry
grid.467843.a,Misrad HaKalkala
grid.467847.e,gùtǐ wùlǐ yánjiūsuǒ
grid.467851.9,Zaimu-shō
grid.467856.e,Industrial Development Agency
grid.467883.6,Texas Attorney General
grid.467888.d,New Jersey Commission-Science
grid.467889.c,eTech Ohio
grid.467895.1,Texas Department of Protective and Regulatory Services
grid.467898.c,State of New Jersey Economic Development Authority
grid.467901.d,State of New Jersey Department of Community Affairs
grid.467903.f,Det kongelege Utanriksdepartement
grid.467903.f,Royal Norwegian Ministry of Foreign Affairs
grid.467909.5,Konungariket Sveriges regering
grid.467909.5,regeringen
grid.467913.e,State of New Jersey Department of Law and Public Safety
grid.467922.c,Attorney General of New York
grid.467936.9,NYS Governor's Traffic Safety Committee
grid.467938.7,NYS Developmental Disabilities Planning Council
grid.467943.b,Office of Temporary and Disability Assistance
grid.467947.f,"Ministry of Science, Technology and Environment"
grid.467947.f,"Ministry of Science, Technology and Energy"
grid.467947.f,Krasuang Witthayasat Lae Theknoloyi
grid.467955.c,Kokudo-kōtsū-shō
grid.467960.a,Illinois Arts Council
grid.467967.d,Department of Agricultural Resources
grid.467969.3,Bulgarian – Swiss Biodiversity Conservation Programme
grid.467982.6,Georgia DOT
grid.467994.1,Manitoba Health Research Council
grid.468008.2,Brussels Instituut voor Milieubeheer
grid.468015.e,An Roinn Oideachais
grid.468028.0,Minister of Labour
grid.468038.1,icare NSW
grid.468039.0,Shanxi Coal Sales Group
grid.468040.e,Bituah Leumi
grid.468041.f,Shenkar
grid.468047.9,GETFund
grid.468055.a,Bureau of Marine and Fishery of Guangzhou Municipality
grid.468059.6,Department of Consumer and Employment Protection
grid.468064.8,Lowitja Institute Aboriginal and Torres Strait Islander Health CRC
grid.468064.8,Lowitja Institute CRC
grid.468070.d,Independent Electricity Market Operator
grid.468078.5,Nova Scotia Gaming Foundation
grid.468081.3,Lewisham Council
grid.468082.0,Canadian National Committee for Mental Hygiene
grid.468084.6,Oifig an Chéad-Aire agus an leasChéad-Aire
grid.468089.b,New Zealand Antarctic Institute
grid.468097.4,Wenzhou Municipal Science and Technology Bureau
grid.468131.9,Servicio de Información Comunitario sobre Investigación y Desarrollo
grid.468138.0,Conseil Général de l'Essonne
grid.468143.c,Dalarnas Läns Landsting
grid.468146.9,Biomedical Research Foundation of South Texas
grid.468174.8,Family Service Agency of San Francisco
grid.468180.3,Citizens for a Better Environment
grid.468187.4,Oshawa General Hospital
grid.468198.a,H. Lee Moffitt Cancer Center & Research Institute
grid.468203.b,Texas Tech
grid.468213.a,Safe Kids USA
grid.468222.8,UTHealth
grid.468227.d,American Association of Cereal Chemists
grid.468228.2,INCT de Genética Médica Populacional
grid.468233.8,WWF Schweiz
grid.468233.8,World Wildlife Fund
grid.468238.3,United Way of America
grid.468238.3,United Way Worldwide
grid.468239.2,INCT de Obesidade e Diabetes
grid.468240.c,Land Economics Society
grid.468244.8,INCT de Eletronica Orgânica
grid.468249.5,Third World Organization of Women in Science
grid.468250.d,INCT Nanocarbono
grid.468250.d,INCT de Nanomateriais de Carbono
grid.468251.c,The Ergonomics Society
grid.468252.f,INCT de Processos Redox em Biomedicina
grid.468252.f,INCT Redoxoma
grid.468252.f,Redoxoma
grid.468255.8,INCT de Ciência Animal
grid.468258.5,International Tropical Timber Agreement
grid.468259.4,INCT para Excitotoxicidade e Neuroproteção
grid.468261.f,International Federation of University Women
grid.468262.c,Asuterasu Seiyaku Kabushiki-gaisha
grid.468270.f,American Music Center
grid.468274.b,Kappa Omicron Nu
grid.468276.9,Christian Blind Mission
grid.468278.7,Duchossois Industries
grid.468294.5,Citizen Exchange Corps
grid.468294.5,Citizen Exchange Council
grid.468295.4,INCTmat
grid.468301.8,Mary Baker Eddy Library for the Betterment of Humanity
grid.468307.e,North Carolina Clean Water Management Trust Fund
grid.468310.8,INCT para o Controle das Intoxicações por plantas
grid.468311.9,NC Space Grant
grid.468311.9,North Carolina Space Grant
grid.468320.b,MacPhail School of Music and Dramatic Art
grid.468320.b,MacPhail Center for the Performing Arts
grid.468325.e,Western Forestry Center
grid.468331.b,Congressional Hispanic Caucus
grid.468360.f,The Wing
grid.468369.6,Asian Vegetable Research and Development Center
grid.468372.c,Brown Institute
grid.468372.c,David and Helen Gurley Brown Institute for Media Innovation
grid.468409.7,The Legion
grid.468409.7,The British Legion
grid.468415.a,The Harriet Lane Home for Invalid Children
grid.468423.f,NEBC Wallingford
grid.468425.9,Manitoba Rural Adaptation Council
grid.468430.d,New York Association of Homes & Services for the Aging
grid.468432.f,Cooperative Research Centre for Rail Innovation
grid.468435.8,Motor Neurone Disease Research Institute of Australia
grid.468437.a,Zhōngguórén mín wǔzhuāng jǐngchá bùduì xuéyuàn
grid.468440.a,Amyotrophic Lateral Sclerosis Society
grid.468451.a,Istituto Nazionale di Alta Matematica
grid.468456.d,Dairy Management Inc.
grid.468464.c,Sask Flax
grid.468466.e,American Association to Promote the Teaching of Speech to the Deaf
grid.468466.e,AG Bell
grid.468478.1,Petroleum Research Atlantic Canada
grid.468483.5,WorkSafeBC
grid.468485.3,Playford Memorial Trust
grid.468487.1,"Workplace Health, Safety & Compensation Commission of Newfoundland and Labrador"
grid.468487.1,Workplace NL
grid.468488.e,"Canadian Network for the Advancement of Research, Industry and Education"
grid.468489.f,British Design & Art Direction
grid.468490.7,Imperial Institute
grid.468490.7,Commonwealth Institute
grid.468495.2,Australian Institute of Political Science
grid.468500.f,Carclew Youth Performing Arts Centre
grid.468518.6,British Federation of University Women
grid.468519.7,Bushfire and Natural Hazards Cooperative Research Centre
grid.468520.d,European Action Service
grid.468521.c,Parent Project UK
grid.468523.e,E. A. Abbey Scholarships
grid.468529.4,Institute of Cost and Works Accountants
grid.468530.c,The Mercers’ Company
grid.468533.f,BSES Expeditions
grid.468533.f,British Schools Exploring Society
grid.468533.f,Public Schools Exploring Society
grid.468534.8,The Coeliac Society
grid.468536.a,International Spinal Research Trust
grid.468537.b,Korean Association of Shipping Studies
grid.468539.5,Welsh Arts Council
grid.468548.3,Royal College of Veterinary Surgeons Charitable Trust
grid.468553.9,Airts Cooncil o Norlin Airlan
grid.468553.9,Comhairle Ealaíon Thuaisceart Éireann
grid.468561.8,Chronic Granulomatous Disorder Research Trust
grid.468570.8,Sport Aiding Medical Research for Kids
grid.468580.7,Meningitis UK
grid.468581.6,Australian Arthritis and Rheumatism Foundation
grid.468586.1,Mental Health Council of Australia
grid.468591.7,Chronic Fatigue Immune Dysfunction Syndrome
grid.468592.4,Nehru Trust for the Indian Collection at the Victoria and Albert Museum
grid.468600.c,Fulbright Commission
grid.468601.d,Mycosis Fungoides Foundation
grid.468608.4,Families Commission
grid.468608.4,Superu
grid.468615.8,Leukemia Research Fund of Canada
grid.468616.b,China Social Welfare Education Foundation
grid.468617.a,New Zealand-United States Educational Foundation
grid.468647.f,J.W. Gottstein Memorial Trust Fund
grid.468647.f,Gottstein Trust
grid.468652.b,ISS Institute
grid.468661.b,Assumption Convent
grid.468661.b,Assumption Makati
grid.468661.b,Assumption College
grid.468661.b,Assumption SanLo
grid.468672.9,Chets
grid.468674.f,ChángJiāng shāngxuéyuàn
grid.468676.d,Columbia Junior College
grid.468683.7,Chung Kuo Institute of Technology
grid.468683.7,China Junior College of Industrial and Commercial Management
grid.468683.7,Chinese Municipal Vocational School
grid.468685.1,BridgeValley
grid.468685.1,Kanawha Valley Community and Technical College
grid.468688.c,Kaplan College
grid.468689.d,Columbus Tech
grid.468691.4,Albany Tech
grid.468692.7,British College of Naturopathy and Osteopathy
grid.468696.3,Cincinnati College of Embalming
grid.468697.2,Bromley College
grid.468701.c,Jerusalem College of Engineering
grid.468703.e,Allen County Community College
grid.468704.9,Cisco Junior College
grid.468710.c,Draughon’s College of Business
grid.468711.d,Connors State School of Agriculture
grid.468714.8,BAF Shaheen College
grid.468714.8,Shaheen School
